date,globalid__,nama_p,route_number,nama_n,last_edited_date1,pole,tinggi_tiang,pemilikan,road_location,join_count,cam_fix,lat,section_number,arm_using,nam_daerah,created_user,camera_type,road_area,radio_wire,tujuan,tnb_box,connection_method,kod_par,pemaju,speaker,name,closed_circuit_television_type,daerah,cam_ptz,status,remark2,identification_number,hotspot,perunding,created_date1,remark,long,closed_circuit_television_suppo,kod_negeri,target_fid,nam_par,direction,kod_daerah,kontraktor,custodian,cam_anpr,closed_circuit_television_usage,kod_dun,last_edited_user,fasa_projek,nam_dun,id_cctv,jumlah_camera1,objectid,geometry_x,geometry_y
,{4603F3AE-630A-4478-948A-1380868C4A99},BATU KAWAN,,PERAI,,EXISTING (KPKT),,,LEBUH KURAU 5/TINGKAT KURAU 4,1,3,5.38676,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T091,HOTSPOT CHAI LENG PARK,,,REPLACE NEW CAMERA,100.39102,,07,145,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10091,4,145,100.39101999978476,5.386760000222068
,{C364680E-F9B2-40DA-9486-A39F10AAF64F},BATU KAWAN,,PERAI,,EXISTING (KPKT),,,JALAN KURAU/LORONG KURAU 25,1,3,5.38555,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T092,HOTSPOT CHAI LENG PARK,,,REPLACE NEW CAMERA,100.39345,,07,146,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10092,4,146,100.39345000012973,5.385549999903899
,{C421C443-603E-4FFA-BB61-8FF975FCD6AE},BATU KAWAN,,PERAI,,NEW POLE,,,JALAN KURAU ( HADAPAN KEDAI ROTI ),1,2,5.38497,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T093,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39316,,07,147,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10093,3,147,100.39316000010855,5.384970000238806
,{364402A7-2A64-44A0-B916-8184D8A87F60},BATU KAWAN,,PERAI,,NEW POLE,,,MEDAN KURAU 2/LEBUH KURAU 3 ( HDPN FARMASI PRAI/BERSEBELAH PASAR  AWAM CHAI LENG PARK),1,3,5.38569,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T094,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39167,,07,148,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10094,4,148,100.39167000020306,5.385689999975194
,{C53B5912-BCC0-4596-A3BA-63FE058B0155},BATU KAWAN,,PERAI,,NEW POLE,,,TINGKAT KURAU 4 / LEBUH KURAU 3 ( BERDEKATAN RESTORAN ZHEHONG ),1,2,5.38608,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T095,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39089,,07,149,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10095,3,149,100.39089000025196,5.38608000002865
,{929CBBA3-C9E4-4B11-828A-1F34E66C73B3},BATU KAWAN,,PERAI,,NEW POLE,,,TINGKAT KURAU 4 / LEBUH KURAU 1  ( HADAPAN RESTORAN WAH HONG  ),1,3,5.38488,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T096,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39018,,07,150,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10096,4,150,100.39018000024743,5.384880000254726
,{21C54721-F663-4BA9-B53E-AD140E0DDEE2},BATU KAWAN,,PERAI,,NEW POLE,,,LEBUH KURAU 1,1,2,5.38465,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T097,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39097,,07,151,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10097,3,151,100.39097000027037,5.384649999852364
,{9113EC14-0948-4731-A6F0-F144562C018B},BATU KAWAN,,PERAI,,NEW POLE,,,LEBUH KURAU 1 / JALAN KURAU ( HADAPAN HONG LEONG BANK),1,3,5.38394,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T098,HOTSPOT CHAI LENG PARK,,,INSTALL NEW CAMERA,100.39241,,07,152,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10098,4,152,100.39241000000264,5.383939999943972
,{169CE65B-227B-467D-A5C1-7590E63EC2B5},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERPUSTAKAAN,1,2,5.39469,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T099,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39898,,07,153,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10099,3,153,100.39898000027955,5.3946900003213925
,{F92F7CE9-E93E-4076-B2DF-DD31C6C580BB},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERPUSTAKAAN (HADAPAN KLINIK KESIHATAN SBRG JAYA),1,2,5.39352,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T100,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39902,,07,154,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10100,3,154,100.39902000002213,5.393519999833941
,{3751291D-34D2-4404-B129-E2BB4333BA91},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TENAGA,1,2,5.39281,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T101,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39797,,07,155,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10101,3,155,100.39797000039297,5.392809999949259
,{DC8EB32C-3FA0-4C8B-A77E-9E9710EE6483},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,, JALAN TENAGA ( HADAPAN PINTU KELUAR PEJABAT PERKESO),1,2,5.39369,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T102,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39731,,07,156,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10102,3,156,100.39730999978673,5.393690000142687
,{E20C13A8-7C75-4344-AA89-D8AF0303CEB5},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TENAGA / LEBUH TENGGIRI 2,1,2,5.39495,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T103,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39737,,07,157,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10103,3,157,100.39737000031587,5.3949500002704065
,{DFA29CCA-C3F8-4EFE-B403-8E75822CCE21},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 3/JALAN TODAK (SPG PEMBAHAGI JALAN),1,3,5.39721,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T104,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39678,,07,158,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10104,4,158,100.39678000010309,5.397209999960301
,{6BA1DC97-080E-4880-A25C-7FCDBACE5BE5},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 3 (HADAPAN CIMB BANK ),1,3,5.39657,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T105,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39837,,07,159,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10105,4,159,100.39836999977595,5.396570000366932
,{A7C24F3C-099F-4C2F-9A65-A974C15F7916},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 2 ( HADAPAN AMBANK  ),1,2,5.39561,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T106,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39847,,07,160,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10106,3,160,100.39846999966166,5.395610000369769
,{B33D0A81-F11A-45C1-8C6F-271167BDD26B},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK ,1,2,5.39685,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T107,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39865,,07,161,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10107,3,161,100.3986499999916,5.396850000327719
,{696EA253-128C-452C-ABBA-B36B8D7B1B63},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (KPKT),,,JALAN TODAK 2 (SUSUR MASUK BERHADAPAN SECRET RECIPE),1,2,5.39762,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T108,HOTSPOT SUNWAY CITY,,,REPLACE NEW CAMERA,100.39881,,07,162,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10108,3,162,100.39880999981845,5.397619999706158
,{8937DE0D-D8B3-47D8-B644-A06882AA2850},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,JALAN TODAK 2 (SUSUR KELUAR BERHADAPAN PUBLIC BANK),1,2,5.39846,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T109,HOTSPOT SUNWAY CITY,,,REPLACE NEW CAMERA,100.39892,,07,163,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10109,3,163,100.3989200004301,5.398459999952535
,{73CFB2BC-9F09-4C18-8026-5DBEA4B1763A},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 2 ( HADAPAN FARMASI MEGAKULIM  ),1,2,5.39924,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T110,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39901,,07,164,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10110,3,164,100.39901000031826,5.399239999676344
,{E7783BA9-EF69-49B0-BC13-8F4A289182BE},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 2 ( HADAPAN AFFIN BANK),1,2,5.39962,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T111,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39897,,07,165,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10111,3,165,100.398970000349,5.399619999819617
,{605DB92F-D750-45DD-9C07-A5055C43CE4C},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALA TODAK 2 (HADAPAN BANK RAYKAT),1,2,5.39964,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T112,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39976,,07,166,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10112,3,166,100.39975999984586,5.399640000268837
,{D46158F9-1B99-4AB1-BD20-F4ACE2B0F734},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 4 ( HADAPAN MAXIS BANDAR SUNWAY ),1,2,5.39915,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T113,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39971,,07,167,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10113,3,167,100.39971000021325,5.399149999716421
,{524A6677-6DD7-4C49-8136-CFD6D1DA8144},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (KPKT),,,JALAN TODAK 4 (SUSUR MASUK BERHADAPAN MBSB BANK),1,2,5.39843,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T114,HOTSPOT SUNWAY CITY,,,REPLACE NEW CAMERA,100.39962,,07,168,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10114,3,168,100.39962000033657,5.398429999657225
,{474B8BAF-1951-49B2-894A-5217CE47C2D4},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 4 ( SUSUR KELUAR HADAPAN RESTORAN UNCLEDON'S),1,2,5.39747,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T115,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39951,,07,169,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10115,3,169,100.39950999971431,5.397470000433919
,{9A880F7A-47D7-4D4C-9771-FEE63E5EF904},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 4 ( HADAPAN PRUDENTIAL ASSURANCE ) ,1,2,5.39545,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T116,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39925,,07,170,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10116,3,170,100.39925000037405,5.39545000012336
,{3A332A08-A019-4C08-8DF2-91194D2BB8E5},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 6 ,1,2,5.39844,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T117,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39993,,07,171,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10117,3,171,100.39993000037121,5.398440000099261
,{BCA49C84-C537-4210-86FA-F5508EF29963},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 6 (HADAPAN OLTOWN WHITE COFFEE),1,2,5.39773,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T118,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39976,,07,172,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10118,3,172,100.39975999973505,5.397729999706671
,{275DBE76-A993-438B-9AE0-0318ED036C1E},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,PARKING BELAKANG JALAN TODAK 7,1,2,5.39676,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T119,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.40018,,07,173,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10119,3,173,100.40017999955599,5.3967599997032
,{8FCE8F0C-74FC-4923-946F-95062E5CDD31},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 6 (HADAPAN BREAD HISTORY ),1,2,5.39592,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T120,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39956,,07,174,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10120,3,174,100.39955999964428,5.395919999806895
,{67A0E1D7-64CB-46FA-AFAF-C1C9DCB2BAC7},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,LEBUH TENGGIRI 2/JALAN TODAK 4 (SPG TRAFFIC LIGHT HADAPAN OUM ),1,3,5.39503,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T121,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.39931,,07,175,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10121,4,175,100.39931000001808,5.395029999614955
,{196FA53C-393C-4099-9683-9E29D0A2BFE0},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN TODAK 6 (HADAPAN THE BLANKET HOTEL),1,1,5.39493,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T122,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.40002,,07,176,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10122,2,176,100.40001999958643,5.394929999714729
,{768B7AA5-8321-4993-A4E6-9C81DCAB4041},PERMATANG PAUH,,SEBERANG JAYA,,TRAFFIC LIGHT,,,TRAFFIC LIGHT SIMPANG TIGA JALAN TENGGIRI / LEBUH TENGGIRI 2,1,4,5.39466,,,SEBERANG PERAI TENGAH,,,JKR ,,,,WIRELESS,P.044,,,,,SPT,1,1,KIV (DON’T HAVE SPACE TO INSTALL NEW POLE ) NEED INSTALL NEW CAMERA AT TRAFFIC LIGHT POLE / STREET LIGHT POLE,T123,HOTSPOT SUNWAY CITY,,,INSTALL NEW CAMERA,100.40168,,07,177,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10123,5,177,100.40168000027698,5.394660000204524
,{F40D8A8E-B043-4916-9059-40B8B991CFC4},PERMATANG PAUH,,SEBERANG JAYA,,STREET LIGHT,,,HADAPAN TMN TUNKU BERDEKATAN MASJID SEBERANG JAYA,1,1,5.38757,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,KIV (NO NEED INSTALL NEW POLE / DISCUSS AGAIN WITH MBSP FOR RELOCATION ),T124,,,,INSTALL NEW CAMERA,100.40313,,07,178,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10124,2,178,100.40312999980908,5.387570000094601
,{F0CB8306-B94A-4264-85F7-C51E17C855C1},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,JALAN SUSUR BERHADAPAN MASJID SEBERANG JAYA,1,2,5.38615,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T125,,,,REPLACE NEW CAMERA,100.40383,,07,179,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10125,3,179,100.40382999963772,5.3861499998491436
,{A8FD4D73-5469-4F9C-B665-B285FF2121B6},PERMATANG PAUH,,PENANTI,,EXISTING (MBSP),,,JLN KUBANG SEMANG (HADAPAN SEK KEB BKT INDERA MUDA),1,1,5.40314,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T126,,,,REPLACE NEW CAMERA,100.46443,,07,180,P.044 - PERMATANG PAUH,,01,,3,,,N.12,,,N.12 - PENANTI,10126,2,180,100.46443000009953,5.403139999952025
,{52E03ED0-733A-405E-9EBB-210643CE2050},PERMATANG PAUH,,PENANTI,,EXISTING (MBSP),,,JLN ARUMUGAM PILLAI (DLM KWSN BALAI POLIS KUBANG SEMANG),1,3,5.40314,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T127,,,,REPLACE NEW CAMERA,100.46443,,07,181,P.044 - PERMATANG PAUH,,01,,3,,,N.12,,,N.12 - PENANTI,10127,4,181,100.46443000009953,5.403139999952025
,{0A268519-51C9-4405-8D21-B784C1588E8D},PERMATANG PAUH,,PERMATANG PASIR,,NEW POLE,,,JLN PERMATANG NIBONG/JLN TANAH LIAT (HADAPAN STESYEN MINYAK PETRON  ),1,3,5.39942,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T128,,,,INSTALL NEW CAMERA,100.46471,,07,182,P.044 - PERMATANG PAUH,,01,,3,,,N.11,,,N.11 - PERMATANG PASIR,10128,4,182,100.46470999988753,5.399419999811327
,{93F4F0B4-7222-4F74-9B39-20D3CBA1EC45},PERMATANG PAUH,,PERMATANG PASIR,,EXISTING (MBSP),,,JLN PERMATANG PAUH (HDPN KEDAI MOTOR PEKAN PERMATANG PAUH),1,2,5.41026,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T129,,,,REPLACE NEW CAMERA,100.41331,,07,183,P.044 - PERMATANG PAUH,,01,,3,,,N.11,,,N.11 - PERMATANG PASIR,10129,3,183,100.41330999981011,5.410260000308771
,{EF3FE36B-D3AF-4BBD-9C2B-464EAD490413},PERMATANG PAUH,,SEBERANG JAYA,,TRAFFIC LIGHT,,,JALAN PERMATANG PAUH (BERHADAPAN SEK KEB TOK KANDU),1,2,5.39413,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,KIV ( NO HAVE ANY SPACE TO INSTALL POLE ),T130,,,,TRAFFIC LIGHT POLE,100.41796,,07,184,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10130,3,184,100.41795999982241,5.394130000074621
,{1EFCE5C7-1314-4EB1-B6D3-111BA89EE347},PERMATANG PAUH,,SEBERANG JAYA,,TRAFFIC LIGHT,,,JALAN PERMATANG PAUH ( SIMPANG MASUK PRIMA RESIDENSI ),1,2,5.39288,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,KIV ( NO HAVE ANY SPACE TO INSTALL POLE ),T131,,,,TRAFFIC LIGHT POLE,100.41786,,07,185,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10131,3,185,100.41785999963741,5.392879999639124
,{9605103F-2020-4AC0-83FC-C0B36BBA7071},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,SPG TRAFFIC LIGHT JLN PERMATANG PAUH /JLN PERMATANG NIBONG,1,3,5.38614,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T132,,,,INSTALL NEW CAMERA,100.41853,,07,186,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10132,4,186,100.41852999980154,5.386139999647827
,{AAB5A198-5A07-4C47-9D6A-A4C2E9BEFAE6},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,HADAPAN UITM PERMATANG PAUH,1,2,5.38306,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T133,,,,INSTALL NEW CAMERA,100.41909,,07,187,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10133,3,187,100.41908999959743,5.383059999930782
,{D92CBC79-5D91-4C90-A889-63AF15693F0E},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,SUSUR KE SEBERANG JAYA,1,2,5.37751,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T134,,,,INSTALL NEW CAMERA,100.42061,,07,188,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10134,3,188,100.42061000017212,5.377509999989415
,{CAF757C1-DAC9-455B-BB63-B35896BF3B1B},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,HADAPAN  POLITEKNIK SEBERANG PERAI,1,2,5.36624,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T135,,,,REPLACE NEW CAMERA,100.42201,,07,189,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10135,3,189,100.42200999962685,5.366240000363869
,{32BCB7C4-A550-492E-9DF6-0C02B5CFD701},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,JALAN BARU ( BERHADAPAN DENGAN STESYEN MINYAK PETRON ),1,2,5.36624,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T136,,,,REPLACE NEW CAMERA,100.42201,,07,190,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10136,3,190,100.42200999962685,5.366240000363869
,{7A972B66-50D3-4615-9265-DE4F6AE0EBA0},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,BULATAN BUKIT TENGAH (MENGHALA KE JALAN PERMATANG  PAUH),1,3,5.36647,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T137,,,,REPLACE NEW CAMERA,100.43514,,07,191,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10137,4,191,100.43513999962123,5.366469999564134
,{F3BDFE2D-4C9E-4ED0-80CC-17F7E5952291},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,BULATAN BUKIT TENGAH  MENGHALA KE PRAI,1,2,5.36407,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,,T138,,,,INSTALL NEW CAMERA,100.425,,07,192,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10138,3,192,100.42499999998513,5.364069999702975
,{99CFE73D-7255-410F-8309-4802499F0390},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,"JALAN PERMATANG RAWA, BDR PERDA",1,2,5.36633,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T139,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43825,,07,193,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10139,3,193,100.4382500004023,5.366330000395627
,{E549C5CF-F6CF-448A-B016-722326CF213A},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (KPKT),,,SIMPANG JALAN PERDA BARAT,1,3,5.36536,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T140,HOTSPOT PERDA CITY,,,REPLACE NEW CAMERA,100.43553,,07,194,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10140,4,194,100.43552999979451,5.365360000285451
