date,globalid__,nama_p,route_number,nama_n,last_edited_date1,pole,tinggi_tiang,pemilikan,road_location,join_count,cam_fix,lat,section_number,arm_using,nam_daerah,created_user,camera_type,road_area,radio_wire,tujuan,tnb_box,connection_method,kod_par,pemaju,speaker,name,closed_circuit_television_type,daerah,cam_ptz,status,remark2,identification_number,hotspot,perunding,created_date1,remark,long,closed_circuit_television_suppo,kod_negeri,target_fid,nam_par,direction,kod_daerah,kontraktor,custodian,cam_anpr,closed_circuit_television_usage,kod_dun,last_edited_user,fasa_projek,nam_dun,id_cctv,jumlah_camera1,objectid,geometry_x,geometry_y
,,TANJONG,,PADANG KOTA,,Galvanize,15,MBPP,Dewan Undangai Negeri (Dun) 2,1,2,5.41980729,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari L19,P.049, , ,,,DTL,1,, ,T49,, ,1531612800000,,100.34295048,,07,510,P.049 - TANJONG,,04, ,,,,N.26,,Fasa 5,N.26 - PADANG KOTA,40169,3,510,100.342950480445,5.419807289914539
,,TANJONG,,PADANG KOTA,,Galvanize,20,MBPP,Persimpangan Jalan Transfer/Jalan Argyll,1,3,5.42131545,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari IPK,P.049, , ,,,DTL,1,, ,T50,, ,1531612800000,,100.33093868,,07,511,P.049 - TANJONG,,04, ,,,,N.26,,Fasa 5,N.26 - PADANG KOTA,40170,4,511,100.33093867999669,5.421315450176895
,,TANJONG,,PADANG KOTA,,Galvanize,20,MBPP,Jalan Sultan Ahmad Shah/Jalan Transfer,1,2,5.42359702,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (fasa 2),P.049, , ,,,DTL,1,, ,T51,, ,1531612800000,,100.33168378,,07,512,P.049 - TANJONG,,04, ,,,,N.26,,Fasa 5,N.26 - PADANG KOTA,40171,3,512,100.33168378000555,5.423597019598321
,,JELUTONG,,DATOK KERAMAT,,Galvanize,20,MBPP,Jalan Terengganu/Jalan P.Ramlee,1,2,5.40643356,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,T52,, ,1531612800000,,100.30880657,,07,513,P.050 - JELUTONG,,04, ,,,,N.29,,Fasa 5,N.29 - DATOK KERAMAT,40172,3,513,100.30880656979669,5.406433560140369
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Jalan Burma/Lorong Burma,1,2,5.43044616,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T53,, ,1531612800000,,100.31286876,,07,514,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 5,N.25 - PULAU TIKUS,40173,3,514,100.31286876029131,5.430446160306902
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Persimpangan Persiaran Kuari/Lengkok Jesselton,1,3,5.42585563,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T54,, ,1531612800000,,100.30184067,,07,515,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 5,N.25 - PULAU TIKUS,40174,4,515,100.30184067033076,5.425855630185793
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Persimpangan Persiaran Kuari/Taman Belia,1,2,5.42889475,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T55,, ,1531612800000,,100.29769351,,07,516,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40175,3,516,100.29769350964484,5.4288947497925175
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Persimpangan Kuari Berdekatan Dengan Tempat Letak Kereta,1,1,5.43060907,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T56,, ,1531612800000,,100.29754903,,07,517,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40176,2,517,100.29754902988738,5.430609070295822
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Persiaran Kuari (Padang),1,2,5.43011698,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T57,, ,1531612800000,,100.29823952,,07,518,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40177,3,518,100.29823951977664,5.430116979548631
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Kebun Bungah/Persiaran Kuari,1,2,5.43321351,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T58,, ,1531612800000,,100.29731572,,07,519,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40178,3,519,100.29731572011514,5.4332135103269605
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Kebun Bungah Hadapan Parking,1,2,5.43655847,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,T59,, ,1531612800000,,100.29155887,,07,520,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40179,3,520,100.29155887016717,5.43655846984219
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Rizab Sungai Jalan Bagan Jemai 1,1,2,5.439994,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S49,P.048, , ,,,DTL,1,, ,T60,, ,1531612800000,,100.306517,,07,521,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 5,N.25 - PULAU TIKUS,40180,3,521,100.30651699973542,5.4399940003297464
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Rizab Sungai Jalan Bagan Jemai 2,1,2,5.43952248,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari T60,P.048, , ,,,DTL,1,, ,T61,, ,1531612800000,,100.30617481,,07,522,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 5,N.25 - PULAU TIKUS,40181,3,522,100.30617480982697,5.4395224802914
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Jalan Lembah Permai/Jalan Fettes/Lebuhraya Halia/Jalan Mount Eraskine,1,2,5.45260384,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari QR8,P.048, , ,,,DTL,1,, ,T62,, ,1531612800000,,100.30206526,,07,523,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,Fasa 5,N.24 - KEBUN BUNGA,40182,3,523,100.30206526043618,5.452603840371466
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Lorong Abbas 1,1,2,5.46492237,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari T64,P.048, , ,,,DTL,0,, ,T63,, ,1531612800000,,100.3001014,,07,524,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 5,N.22 - TANJONG BUNGA,40183,2,524,100.30010140040147,5.464922369872134
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Lorong Abbas 2 (Pantai),0,2,5.46546316,,,,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari QR7,P.048, , ,,,DTL,0,, ,T64,, ,1531612800000,,100.29986461,,,525,P.048 - BUKIT BENDERA,,, ,,,,N.22,,Fasa 5,N.22 - TANJONG BUNGA,,2,525,100.29986461017418,5.465463160086941
,,BALIK PULAU,,TELOK BAHANG,,Galvanize,20,MBPP,Bulatan Jalan Hassan Abbas/Jalan Teluk Bahang,1,3,5.45768182,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari TR6,P.053, , ,,,DBD,1,, ,T65,, ,1531612800000,,100.21457695,,07,526,P.053 - BALIK PULAU,,05, ,,,,N.40,,Fasa 5,N.40 - TELOK BAHANG,50053,4,526,100.2145769500736,5.4576818198678225
,,BAYAN BARU,,PANTAI JEREJAK,,-,,MBPP,Market Bayan Baru,1,0,5.32430514,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S07,P.052, , ,,,DBD,3,, ,T67,, ,1531612800000,,100.28707631,,07,527,P.052 - BAYAN BARU,,05, ,,,,N.36,,Fasa 5,N.36 - PANTAI JEREJAK,50054,3,527,100.28707630961094,5.324305140072755
,,JELUTONG,,SUNGAI PINANG,,Galvanize,20,MBPP,Jalan Jelutong/Lorong Perak,1,2,5.39881972,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,T68,, ,1531612800000,,100.32074243,,07,528,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 5,N.30 - SUNGAI PINANG,40184,3,528,100.32074243035903,5.398819719843132
,,JELUTONG,,SUNGAI PINANG,,-,,MBPP,Jalan Perusahaan Jelutong / Lebuhraya Tun Dr. Lim Chong Eu,1,1,5.39457225,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 1),P.050, , ,,,DTL,1,, ,S21,, ,1531612800000,,100.32262636,,07,529,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 5 (Dipasang pada tiang sediada),N.30 - SUNGAI PINANG,40185,2,529,100.32262636035756,5.3945722502931615
,,TANJONG,,PENGKALAN KOTA,,-,,MBPP,Simpang Gat Lebuh Macallum / Lintang Lebuh Macallum,1,1,5.40798911,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 1),P.049, , ,,,DTL,0,, ,S23,, ,1531612800000,,100.33224632,,07,530,P.049 - TANJONG,,04, ,,,,N.27,,Fasa 5 (Dipasang pada tiang sediada),N.27 - PENGKALAN KOTA,40186,1,530,100.33224632001485,5.407989110323351
,,TANJONG,,PENGKALAN KOTA,,-,,MBPP,Pengkalan Weld / Kawasan Luar Terminal Feri,1,0,5.41481709,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari LR4,P.049, , ,,,DTL,1,, ,S28,, ,1531612800000,,100.3423323,,07,531,P.049 - TANJONG,,04, ,,,,N.27,,Fasa 5 (Dipasang pada tiang sediada),N.27 - PENGKALAN KOTA,40187,1,531,100.34233230037945,5.4148170900375305
,,TANJONG,,KOMTAR,,-,,MBPP,Simpang Jalan Penang / Lebuh Dickens / Ibu Pejabat Polis Kontinjen,1,1,5.41847512,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari N01,P.049, , ,,,DTL,1,, ,S39,, ,1531612800000,,100.33136727,,07,532,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 5 (Dipasang pada tiang sediada),N.28 - KOMTAR,40188,2,532,100.33136726959188,5.4184751196076935
,,TANJONG,,KOMTAR,,-,,MBPP,Jejantas Octopus,1,3,5.41677863,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Optik sedia ada,P.049, , ,,,DTL,0,, ,OCT,, ,1531612800000,,100.33014797,,07,533,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 5,N.28 - KOMTAR,40189,3,533,100.3301479701748,5.4167786301190395
,,BALIK PULAU,,PULAU BETONG,,Galvanize,20,MBPP,Jalan Sungai Rusa (Sek Keb Titi Teras),1,2,5.35901724,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari TR2,P.053, , ,,,DBD,1,, ,T11,, ,1531612800000,,100.22441211,,07,534,P.053 - BALIK PULAU,,05, ,,,,N.39,,Fasa 5,N.39 - PULAU BETONG,50055,3,534,100.22441210966696,5.359017239953243
,,BUKIT GELUGOR,,SERI DELIMA,,-,,MBPP,Jalan Lembah Hilir Pemancar,1,1,5.37373084,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.051, , ,,,DTL,1,, ,SR02,, ,1531612800000,,100.30704828,,07,535,P.051 - BUKIT GELUGOR,,04, ,,,,N.32,,Fasa 5 (Dipasang pada tiang sediada),N.32 - SERI DELIMA,40190,2,535,100.3070482796051,5.37373084027675
,,BUKIT BENDERA,,TANJONG BUNGA,,-,,MBPP,Jalan Batu Ferringgi Hadapan Bayu Ferringgi,1,1,5.47954067,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 2),P.048, , ,,,DTL,0,, ,QR02,, ,1531612800000,,100.2557066,,07,536,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 5 (Dipasang pada tiang sediada),N.22 - TANJONG BUNGA,40191,1,536,100.25570660023405,5.479540670399955
,,BUKIT BENDERA,,TANJONG BUNGA,,-,,MBPP,Jalan Batu Ferringgi Hadapan Double Tree Resort,1,1,5.47825319,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 2),P.048, , ,,,DTL,0,, ,QR04,, ,1531612800000,,100.26883975,,07,537,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 5 (Dipasang pada tiang sediada),N.22 - TANJONG BUNGA,40192,1,537,100.26883975036424,5.478253189890273
,,BAYAN BARU,,BATU MAUNG,,Galvanize,20,MBPP,Jalan Permatang Damar Laut (Kampung Binjai) (Sungai Bayan Lepas),1,2,5.282558,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 3),P.052, , ,,,DBD,1,, ,U1,, ,1563148800000,,100.258214,,07,538,P.052 - BAYAN BARU,,05, ,,,,N.37,,FASA 6,N.37 - BATU MAUNG,50056,3,538,100.25821400002543,5.282558000219133
,,BAYAN BARU,,BATU MAUNG,,Galvanize,20,MBPP,Lebuhraya Batu Maung,1,2,5.285258,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari T26,P.052, , ,,,DBD,1,, ,U2,, ,1563148800000,,100.282014,,07,539,P.052 - BAYAN BARU,,05, ,,,,N.37,,FASA 6,N.37 - BATU MAUNG,50057,3,539,100.28201400044863,5.2852579998395575
,,BALIK PULAU,,BAYAN LEPAS,,Dipasang pada L24,,MBPP,"Lapangan Terbang Pulau Pinang (Tiang Cctv Sedia Ada, L24)",1,2,5.295619,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.053, , ,,,DBD,0,, ,U3,, ,1563148800000,,100.266714,,07,540,P.053 - BALIK PULAU,,05, ,,,,N.38,,FASA 6,N.38 - BAYAN LEPAS,50058,2,540,100.26671399986078,5.2956189998963366
,,BALIK PULAU,,BAYAN LEPAS,,Jejantas,,MBPP,Jalan Sultan Azlan Shah Menghala Airport (Papan Tanda Lalulintas / Jejantas Pejalan Kaki),1,6,5.297753,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.053, , ,,,DBD,0,, ,U4,, ,1563148800000,,100.269575,,07,541,P.053 - BALIK PULAU,,05, ,,,,N.38,,FASA 6,N.38 - BAYAN LEPAS,50059,6,541,100.26957500005557,5.297752999784897
,,JELUTONG,,SUNGAI PINANG,,Galvanize,20,MBPP,Jalan Perak / Jalan Free School,1,2,5.403111,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,U5,, ,1563148800000,,100.315381,,07,542,P.050 - JELUTONG,,04, ,,,,N.30,,FASA 6,N.30 - SUNGAI PINANG,40193,3,542,100.31538099980801,5.403110999790884
,,,,,, ,,MBPP,Terminal Feri Pangkalan Raja Tun Uda,0,8,5.413867,,,,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari LR4,, , ,,,,0,,Heritage - Buffer Zone,U6,, ,1563148800000,,100.342997,,,543,,,, ,,,,,,FASA 6,,,8,543,100.34299699963273,5.413866999570449
,,BAYAN BARU,,BATU UBAN,,Galvanize,20,MBPP,Lebuhraya Tun Dr Lim Chong Eu / Jalan Batu Uban,1,2,5.349736,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari UR1,P.052, , ,,,DTL,1,, ,U7,, ,1563148800000,,100.309414,,07,544,P.052 - BAYAN BARU,,04, ,,,,N.35,,FASA 6,N.35 - BATU UBAN,40194,3,544,100.3094140004121,5.349736000400072
,,TANJONG,,KOMTAR,,Galvanize,20,MBPP,Jalan Lim Eow Thoon / Jalan Nirwana,1,2,5.417678,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.049, , ,,,DTL,1,, ,U8,, ,1563148800000,,100.318817,,07,545,P.049 - TANJONG,,04, ,,,,N.28,,FASA 6,N.28 - KOMTAR,40195,3,545,100.31881699987531,5.417677999800194
,,BUKIT GELUGOR,,SERI DELIMA,,Galvanize,20,MBPP,Simpang Jalan Delima / Lorong Delima 10,1,2,5.38115,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.051, , ,,,DTL,1,, ,U9,, ,1563148800000,,100.298839,,07,546,P.051 - BUKIT GELUGOR,,04, ,,,,N.32,,FASA 6,N.32 - SERI DELIMA,40196,3,546,100.29883899976394,5.381150000335678
,,BUKIT GELUGOR,,SERI DELIMA,,Jejantas,,MBPP,Jalan Masjid Negeri (Jejantas Pejalan Kaki),1,6,5.385194,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.051, , ,,,DTL,0,, ,U10,, ,1563148800000,,100.305447,,07,547,P.051 - BUKIT GELUGOR,,04, ,,,,N.32,,FASA 6,N.32 - SERI DELIMA,40197,6,547,100.30544699990912,5.385194000006968
,,BUKIT GELUGOR,,SERI DELIMA,,Galvanize,20,MBPP,Jalan Gangsa (Hadapan Apartment Jay Series),1,2,5.391314,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.051, , ,,,DTL,1,, ,U11,, ,1563148800000,,100.295594,,07,548,P.051 - BUKIT GELUGOR,,04, ,,,,N.32,,FASA 6,N.32 - SERI DELIMA,40198,3,548,100.29559399972379,5.391314000142848
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,20,MBPP,Jalan Masjid Negeri Berdekatan Penang Free School (Jejantas Pejalan Kaki),1,6,5.403797,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,0,, ,U12,, ,1563148800000,,100.303783,,07,549,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40199,6,549,100.30378300008903,5.403796999621199
,,BUKIT BENDERA,,KEBUN BUNGA,,Jejantas,,MBPP,Jalan Air Itam / Jalan Masjid Negeri (Flyover Masjid Negeri) Sek. Al Mashoor,1,5,5.407892,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S57(B),P.048, , ,,,DTL,0,, ,U13,, ,1563148800000,,100.302628,,07,550,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,FASA 6,N.24 - KEBUN BUNGA,40200,5,550,100.30262800008752,5.407891999987926
,,BUKIT BENDERA,,KEBUN BUNGA,,Jejantas,,MBPP,Jalan Air Itam / Jalan Masjid Negeri (Flyover Masjid Negeri) Menghadap Masjid Negeri,1,5,5.407892,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S57(B),P.048, , ,,,DTL,0,, ,U14,, ,1563148800000,,100.302628,,07,551,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,FASA 6,N.24 - KEBUN BUNGA,40201,5,551,100.30262800008752,5.407891999987926
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,20,MBPP,Lorong Batu Lanchang / Lebuhraya Thean Teik,1,2,5.400619,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,U15,, ,1563148800000,,100.297031,,07,552,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40202,3,552,100.29703099981586,5.400618999832817
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,20,MBPP,Jalan Shaik Madar (Sungai Air Itam / Sungai Dondang),1,2,5.4011,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,U16,, ,1563148800000,,100.290883,,07,553,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40203,3,553,100.29088299962758,5.401099999580747
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,20,MBPP,Jalan Zoo (Sungai Air Itam),1,2,5.399989,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,U17,, ,1563148800000,,100.283786,,07,554,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40204,3,554,100.28378599967388,5.39998900001839
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,20,MBPP,Jalan Balik Pulau / Jalan Ayer Itam,1,2,5.402825,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,U18,, ,1563148800000,,100.278394,,07,555,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40205,3,555,100.27839399979099,5.402824999563664
,,BUKIT GELUGOR,,AIR ITAM,,Tiang Sedaya Emas,,MBPP,Bulatan Jalan Ayer Itam / Jalan Bukit Bendera / Jalan Khoo Hye Keat,1,2,5.405456,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,U19,, ,1563148800000,,100.282858,,07,556,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,FASA 6,N.33 - AIR ITAM,40206,3,556,100.28285800033362,5.405456000082182
,,BUKIT BENDERA,,KEBUN BUNGA,,Galvanize,20,MBPP,Taman Lumba Kuda / Jalan Goh Guan Ho,1,2,5.410069,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.048, , ,,,DTL,1,, ,U20,, ,1563148800000,,100.297439,,07,557,P.048 - BUKIT BENDERA,,04, ,,,,N.24,,FASA 6,N.24 - KEBUN BUNGA,40207,3,557,100.29743899978752,5.410069000259661
,,JELUTONG,,DATOK KERAMAT,,Galvanize,20,MBPP,Lorong Perak (Yee Tai Kopitiam),1,2,5.403561,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,U21,, ,1563148800000,,100.316083,,07,558,P.050 - JELUTONG,,04, ,,,,N.29,,FASA 6,N.29 - DATOK KERAMAT,40208,3,558,100.31608299969147,5.403561000126389
,,BUKIT BENDERA,,TANJONG BUNGA,,Tiang Lampu Jalan,,MBPP,Jalan Tanjong Tokong (Belakang Tesco),1,1,5.459108,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari U39,P.048, , ,,,DTL,0,, ,U22,, ,1563148800000,,100.310522,,07,559,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,FASA 6,N.22 - TANJONG BUNGA,40209,1,559,100.31052199995551,5.459107999702141
,,JELUTONG,,DATOK KERAMAT,,Galvanize,20,MBPP,Lilitan Stadium (Sungai Pinang),1,2,5.410842,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,U23,, ,1563148800000,,100.316117,,07,560,P.050 - JELUTONG,,04, ,,,,N.29,,FASA 6,N.29 - DATOK KERAMAT,40210,3,560,100.31611700017007,5.4108419999605
,,JELUTONG,,DATOK KERAMAT,,Galvanize,20,MBPP,Jalan Langkawi / Taman Rampas (Masjid Acheh - Sungai Pinang),1,2,5.41115,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.050, , ,,,DTL,1,, ,U24,, ,1563148800000,,100.309681,,07,561,P.050 - JELUTONG,,04, ,,,,N.29,,FASA 6,N.29 - DATOK KERAMAT,40211,3,561,100.30968100016085,5.411149999925353
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Jalan Dato Keramat / Lorong Kebun Nyiur,1,2,5.41335,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,U25,, ,1563148800000,,100.314931,,07,562,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,FASA 6,N.25 - PULAU TIKUS,40212,3,562,100.31493099992065,5.413349999985255
,,TANJONG,,KOMTAR,,Galvanize,20,MBPP,Jalan Merican / Jalan Pahang,1,2,5.413297,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.049, , ,,,DTL,1,, ,U26,, ,1563148800000,,100.321472,,07,563,P.049 - TANJONG,,04, ,,,,N.28,,FASA 6,N.28 - KOMTAR,40213,3,563,100.32147200028055,5.413297000317115
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Simpang Jalan Lim Eow Toon,1,2,5.418142,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.048, , ,,,DTL,1,, ,U27,, ,1563148800000,,100.316931,,07,564,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,FASA 6,N.25 - PULAU TIKUS,40214,3,564,100.31693099975475,5.418141999911576
,,TANJONG,,PADANG KOTA,,Galvanize,20,MBPP,Jalan Anson / Jalan Logan,1,2,5.418189,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari U28,P.049, , ,,,DTL,1,, ,U28,, ,1563148800000,,100.322411,,07,565,P.049 - TANJONG,,04, ,,,,N.26,,FASA 6,N.26 - PADANG KOTA,40215,3,565,100.32241099995763,5.418189000360764
,,TANJONG,,PADANG KOTA,,Galvanize,20,MBPP,Sultan Ahmad Shah / Lebuh Farquhar,1,2,5.423317,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber (fasa 2),P.049, , ,,,DTL,1,,Heritage - Buffer Zone,U29,, ,1563148800000,,100.333039,,07,566,P.049 - TANJONG,,04, ,,,,N.26,,FASA 6,N.26 - PADANG KOTA,40216,3,566,100.33303899995539,5.423316999897838
,,TANJONG,,PADANG KOTA,,Galvanize,20,MBPP,Jalan Larut / Jalan Argyll,1,2,5.422333,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.049, , ,,,DTL,1,, ,U30,, ,1563148800000,,100.326339,,07,567,P.049 - TANJONG,,04, ,,,,N.26,,FASA 6,N.26 - PADANG KOTA,40217,3,567,100.3263389998151,5.422333000077077
